stage_id,cluster_code,district,real_spot,wizarding_alias,wizarding_zone,canon_ref,recommended_threads,tags,lat,lng,safe_only,story_hook,npc_hint
stage_fudan_08,fudan,杨浦,五角场口（复旦侧）,天文观测台,魔法研究所,Hogwarts research / Library,thread_hogwarts_field|thread_floo_fracture|thread_creature_surge,books|clue|order|paper|school|secret,31.298505,121.501165,True,霍格沃茨的外勤任务落在「五角场口（复旦侧）·天文观测台」：一份讲义与一段录音需要你和同伴拼起来，才能解出下一道门的条件。,霍格沃茨外勤导师/拉文克劳学生/图书馆管理员（知识导向、给提示不直给答案）
stage_fudan_09,fudan,杨浦,国权路口,保护咒测试点,魔法研究所,Hogwarts research / Library,thread_hogwarts_field|thread_floo_fracture|thread_creature_surge,books|clue|order|paper|school|secret,31.295315,121.500944,True,霍格沃茨的外勤任务落在「国权路口·保护咒测试点」：一份讲义与一段录音需要你和同伴拼起来，才能解出下一道门的条件。,霍格沃茨外勤导师/拉文克劳学生/图书馆管理员（知识导向、给提示不直给答案）
stage_fudan_10,fudan,杨浦,复旦北区,校内密道入口,魔法研究所,Hogwarts research / Library,thread_hogwarts_field|thread_floo_fracture|thread_creature_surge,books|clue|order|paper|school|secret,31.296892,121.506585,True,霍格沃茨的外勤任务落在「复旦北区·校内密道入口」：一份讲义与一段录音需要你和同伴拼起来，才能解出下一道门的条件。,霍格沃茨外勤导师/拉文克劳学生/图书馆管理员（知识导向、给提示不直给答案）
stage_wujiaochang_01,wujiaochang,杨浦,五角场,对角巷北口,对角巷北口/巫师广播,Diagon Alley (north) / Wizarding wireless,thread_knockturn_smuggling|thread_hogwarts_field|thread_floo_fracture,clue|hub|lanes|order|signal|trade,31.302045,121.514053,True,「五角场·对角巷北口」像是对角巷在沪的投影点：有人用可疑封印换取情报与道具，真伪与代价都写在细节里。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_wujiaochang_02,wujiaochang,杨浦,合生汇,魁地奇球迷酒馆,对角巷北口/巫师广播,Diagon Alley (north) / Wizarding wireless,thread_knockturn_smuggling|thread_hogwarts_field|thread_floo_fracture,clue|hub|lanes|order|signal|trade,31.302162,121.515792,True,「合生汇·魁地奇球迷酒馆」像是对角巷在沪的投影点：有人用可疑封印换取情报与道具，真伪与代价都写在细节里。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_wujiaochang_03,wujiaochang,杨浦,万达广场（五角场）,巫师无线电台,对角巷北口/巫师广播,Diagon Alley (north) / Wizarding wireless,thread_knockturn_smuggling|thread_hogwarts_field|thread_floo_fracture,clue|hub|lanes|order|paper|signal|trade,31.301883,121.512281,True,「万达广场（五角场）·巫师无线电台」像是对角巷在沪的投影点：有人用可疑封印换取情报与道具，真伪与代价都写在细节里。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_wujiaochang_04,wujiaochang,杨浦,百联又一城,快闪门厅,对角巷北口/巫师广播,Diagon Alley (north) / Wizarding wireless,thread_knockturn_smuggling|thread_hogwarts_field|thread_floo_fracture,clue|hub|lanes|order|signal|trade,31.303595,121.514095,True,「百联又一城·快闪门厅」像是对角巷在沪的投影点：有人用可疑封印换取情报与道具，真伪与代价都写在细节里。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_wujiaochang_05,wujiaochang,杨浦,五角场地铁站,交换证物柜,对角巷北口/巫师广播,Diagon Alley (north) / Wizarding wireless,thread_knockturn_smuggling|thread_hogwarts_field|thread_floo_fracture,clue|hub|lanes|order|signal|trade,31.300495,121.514179,True,「五角场地铁站·交换证物柜」像是对角巷在沪的投影点：有人用可疑封印换取情报与道具，真伪与代价都写在细节里。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_wujiaochang_06,wujiaochang,杨浦,淞沪路口,伪装服饰店,对角巷北口/巫师广播,Diagon Alley (north) / Wizarding wireless,thread_knockturn_smuggling|thread_hogwarts_field|thread_floo_fracture,clue|hub|lanes|order|signal|trade,31.303631,121.515814,True,「淞沪路口·伪装服饰店」像是对角巷在沪的投影点：有人用可疑封印换取情报与道具，真伪与代价都写在细节里。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_wujiaochang_07,wujiaochang,杨浦,国定路口,魔法小剧场,对角巷北口/巫师广播,Diagon Alley (north) / Wizarding wireless,thread_knockturn_smuggling|thread_hogwarts_field|thread_floo_fracture,clue|hub|lanes|order|signal|trade,31.300477,121.516024,True,「国定路口·魔法小剧场」像是对角巷在沪的投影点：有人用可疑封印换取情报与道具，真伪与代价都写在细节里。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_wujiaochang_08,wujiaochang,杨浦,黄兴路口,风向占卜摊,对角巷北口/巫师广播,Diagon Alley (north) / Wizarding wireless,thread_knockturn_smuggling|thread_hogwarts_field|thread_floo_fracture,clue|hub|lanes|order|paper|signal|trade,31.303586,121.512271,True,「黄兴路口·风向占卜摊」像是对角巷在沪的投影点：有人用可疑封印换取情报与道具，真伪与代价都写在细节里。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_wujiaochang_09,wujiaochang,杨浦,创智天地,传闻公告墙,对角巷北口/巫师广播,Diagon Alley (north) / Wizarding wireless,thread_knockturn_smuggling|thread_hogwarts_field|thread_floo_fracture,audit|authority|clue|hub|lanes|ministry|order|paper|security|signal|trade,31.300432,121.512165,True,「创智天地·传闻公告墙」像是对角巷在沪的投影点：有人用可疑封印换取情报与道具，真伪与代价都写在细节里。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
stage_wujiaochang_10,wujiaochang,杨浦,江湾镇口,社团集会点,对角巷北口/巫师广播,Diagon Alley (north) / Wizarding wireless,thread_knockturn_smuggling|thread_hogwarts_field|thread_floo_fracture,clue|hub|lanes|order|signal|trade,31.302081,121.517269,True,「江湾镇口·社团集会点」像是对角巷在沪的投影点：有人用可疑封印换取情报与道具，真伪与代价都写在细节里。,站台引导员/邮局分拣员/无线电播音员（节拍强、信息短句）
